,f_tristesa,f_estres,f_avorriment,f_calma,f_energia,f_felicitat
NC,,,,,,0.2949852507374631
0,17.99410029498525,13.274336283185843,19.174041297935105,3.8348082595870205,0.5899705014749262,
1,21.828908554572273,10.32448377581121,9.144542772861357,0.8849557522123894,,
2,15.929203539823009,10.32448377581121,12.389380530973451,3.2448377581120944,0.5899705014749262,0.2949852507374631
3,11.209439528023598,10.619469026548673,9.43952802359882,1.4749262536873156,0.8849557522123894,0.8849557522123894
4,6.489675516224189,5.3097345132743365,7.374631268436578,4.71976401179941,1.1799410029498525,1.1799410029498525
5,8.849557522123893,12.389380530973451,11.799410029498524,12.684365781710916,4.424778761061947,2.949852507374631
6,3.2448377581120944,5.3097345132743365,7.374631268436578,8.259587020648967,2.6548672566371683,1.7699115044247788
7,4.71976401179941,7.669616519174041,7.079646017699115,15.339233038348082,7.079646017699115,4.71976401179941
8,3.8348082595870205,11.209439528023598,6.1946902654867255,14.749262536873156,14.15929203539823,17.99410029498525
9,3.5398230088495577,6.489675516224189,4.424778761061947,15.339233038348082,20.353982300884958,24.778761061946902
10,2.359882005899705,7.079646017699115,5.604719764011799,19.469026548672566,48.08259587020649,45.13274336283185
