,f_tristesa,f_estres,f_avorriment,f_calma,f_energia,f_felicitat
NC,0.26246719160104987,0.26246719160104987,,0.26246719160104987,,0.26246719160104987
0,32.54593175853018,23.88451443569554,30.971128608923888,4.4619422572178475,0.7874015748031495,0.7874015748031495
1,15.748031496062993,11.811023622047244,9.711286089238845,3.4120734908136483,0.7874015748031495,
2,10.498687664041995,9.711286089238845,9.186351706036746,3.149606299212598,,0.26246719160104987
3,9.973753280839896,5.774278215223097,10.761154855643044,2.099737532808399,1.0498687664041995,0.5249343832020997
4,6.824146981627297,6.824146981627297,5.774278215223097,3.149606299212598,1.574803149606299,1.0498687664041995
5,7.349081364829396,9.186351706036746,10.498687664041995,12.860892388451445,2.099737532808399,2.099737532808399
6,3.674540682414698,4.199475065616798,5.2493438320209975,8.923884514435695,3.674540682414698,2.8871391076115485
7,4.986876640419948,6.036745406824147,4.4619422572178475,10.498687664041995,4.986876640419948,6.824146981627297
8,2.6246719160104988,8.923884514435695,4.199475065616798,16.010498687664043,9.973753280839896,13.123359580052494
9,2.8871391076115485,5.2493438320209975,2.6246719160104988,14.435695538057743,18.11023622047244,22.04724409448819
10,2.6246719160104988,8.136482939632545,6.561679790026247,20.73490813648294,56.95538057742782,50.13123359580053
