,f_tristesa,f_estres,f_avorriment,f_calma,f_energia,f_felicitat
NC,,0.2590673575129534,,,0.2590673575129534,0.2590673575129534
0,26.165803108808287,17.875647668393782,21.761658031088082,3.1088082901554404,1.0362694300518136,0.5181347150259068
1,19.170984455958546,12.694300518134716,13.471502590673575,1.0362694300518136,,
2,11.139896373056994,9.32642487046632,8.549222797927461,1.5544041450777202,0.7772020725388601,
3,10.621761658031089,6.476683937823833,8.808290155440414,3.1088082901554404,0.5181347150259068,0.7772020725388601
4,6.7357512953367875,5.181347150259067,6.7357512953367875,3.3678756476683938,0.7772020725388601,0.5181347150259068
5,8.031088082901555,9.844559585492227,11.658031088082902,10.362694300518134,5.4404145077720205,1.0362694300518136
6,4.404145077720207,8.808290155440414,7.253886010362693,5.699481865284974,3.6269430051813467,3.8860103626943006
7,4.404145077720207,10.362694300518134,6.7357512953367875,12.435233160621761,7.253886010362693,4.66321243523316
8,4.922279792746114,8.808290155440414,5.181347150259067,18.393782383419687,12.953367875647666,13.989637305699482
9,2.849740932642487,4.404145077720207,5.958549222797927,15.025906735751295,18.911917098445596,21.502590673575128
10,1.5544041450777202,5.958549222797927,3.8860103626943006,25.906735751295333,48.44559585492228,52.84974093264248
