,f_tristesa,f_estres,f_avorriment,f_calma,f_energia,f_felicitat
NC,0.24813895781637718,0.24813895781637718,0.24813895781637718,0.24813895781637718,0.24813895781637718,0.24813895781637718
0,32.50620347394541,24.56575682382134,30.52109181141439,4.218362282878412,0.9925558312655087,
1,14.392059553349876,8.933002481389577,7.94044665012407,1.7369727047146404,,
2,10.669975186104217,8.188585607940446,9.925558312655088,1.9851116625310175,0.49627791563275436,
3,11.41439205955335,5.707196029776675,7.94044665012407,2.481389578163772,0.9925558312655087,
4,5.459057071960298,6.451612903225806,5.2109181141439205,4.962779156327544,1.488833746898263,0.49627791563275436
5,8.933002481389577,11.910669975186105,9.67741935483871,9.67741935483871,3.722084367245657,2.977667493796526
6,5.2109181141439205,5.955334987593052,5.955334987593052,7.196029776674938,3.722084367245657,2.729528535980149
7,3.4739454094292808,8.188585607940446,4.714640198511166,8.6848635235732,7.444168734491314,7.444168734491314
8,3.4739454094292808,8.188585607940446,5.459057071960298,15.136476426799009,9.429280397022332,16.129032258064516
9,2.2332506203473943,4.218362282878412,5.2109181141439205,14.392059553349876,14.392059553349876,18.610421836228287
10,1.9851116625310175,7.444168734491314,7.196029776674938,29.280397022332505,57.07196029776674,51.36476426799007
