,f_tristesa,f_estres,f_avorriment,f_calma,f_energia,f_felicitat
NC,,,,,,
0,28.463476070528966,21.91435768261965,25.692695214105793,6.045340050377834,0.5037783375314862,
1,19.395465994962215,11.083123425692696,12.846347607052897,2.2670025188916876,0.5037783375314862,
2,12.34256926952141,9.06801007556675,8.816120906801007,3.022670025188917,0.5037783375314862,
3,10.831234256926953,7.052896725440807,9.571788413098236,4.282115869017632,1.0075566750629723,0.7556675062972292
4,4.534005037783375,5.289672544080604,7.052896725440807,4.030226700251889,1.2594458438287155,
5,5.793450881612091,9.82367758186398,9.82367758186398,12.594458438287154,4.030226700251889,2.0151133501259446
6,2.2670025188916876,7.052896725440807,6.54911838790932,7.8085642317380355,4.534005037783375,2.518891687657431
7,4.785894206549118,6.045340050377834,5.541561712846348,10.579345088161208,7.052896725440807,4.282115869017632
8,5.289672544080604,7.8085642317380355,4.282115869017632,15.617128463476071,10.327455919395465,13.85390428211587
9,5.541561712846348,10.327455919395465,4.030226700251889,15.113350125944585,19.143576826196472,26.448362720403022
10,0.7556675062972292,4.534005037783375,5.793450881612091,18.639798488664987,51.13350125944584,50.12594458438288
