,f_tristesa,f_estres,f_avorriment,f_calma,f_energia,f_felicitat
NC,0.9009009009009009,0.3003003003003003,0.6006006006006006,0.9009009009009009,0.6006006006006006,0.6006006006006006
0,27.627627627627625,23.123123123123122,30.03003003003003,4.2042042042042045,1.2012012012012012,0.9009009009009009
1,17.71771771771772,9.90990990990991,10.81081081081081,2.1021021021021022,0.3003003003003003,0.9009009009009009
2,13.513513513513514,6.906906906906906,9.00900900900901,2.7027027027027026,0.3003003003003003,
3,10.51051051051051,6.606606606606606,5.105105105105105,3.303303303303303,0.9009009009009009,
4,6.306306306306306,6.006006006006006,6.606606606606606,3.303303303303303,1.2012012012012012,0.6006006006006006
5,6.906906906906906,10.21021021021021,9.30930930930931,8.108108108108109,3.003003003003003,3.303303303303303
6,3.903903903903904,7.5075075075075075,6.606606606606606,6.606606606606606,3.6036036036036037,3.903903903903904
7,4.2042042042042045,5.7057057057057055,3.903903903903904,11.11111111111111,6.306306306306306,3.903903903903904
8,3.303303303303303,9.30930930930931,6.606606606606606,19.51951951951952,10.51051051051051,11.411411411411411
9,3.303303303303303,6.906906906906906,5.405405405405405,11.411411411411411,17.71771771771772,22.822822822822822
10,1.8018018018018018,7.5075075075075075,6.006006006006006,26.726726726726728,54.35435435435435,51.651651651651655
