,f_tristesa,f_estres,f_avorriment,f_calma,f_energia,f_felicitat
NC,0.30410542321338063,0.30410542321338063,0.2280790674100355,0.25342118601115055,0.25342118601115055,0.30410542321338063
0,26.583882412569693,20.628484541307653,26.051697921946275,3.877344145970603,0.963000506842372,0.3547896604156108
1,17.56208819057273,10.542321338063863,11.125190065889507,1.8499746578813987,0.40547389761784086,0.07602635580334516
2,13.659401926001014,9.37658388241257,9.32589964521034,2.2807906741003547,0.456158134820071,0.1773948302078054
3,10.719716168271667,7.475924987328941,8.438925494171311,2.863659401926001,0.912316269640142,0.40547389761784086
4,5.4485554992397365,5.955397871262037,6.284845413076533,3.7506335529650277,1.4951849974657883,0.6588950836289914
5,7.729346173340092,9.579320831221489,10.010136847440446,11.302584896097313,3.243791180942727,2.1033958438925495
6,4.080081094779524,6.208819057273188,6.158134820070958,7.780030410542321,3.598580841358338,2.5342118601115056
7,4.409528636594019,7.627977698935632,6.006082108464268,11.556006082108464,6.817029903699949,5.372529143436392
8,4.130765331981753,9.047136340598074,5.676634566649772,16.75114039533705,11.505321844906234,14.29295489102889
9,3.421186011150532,6.5636087176887985,4.7136340598074,14.622402432843383,18.04358844399392,23.745565129244806
10,1.9513431322858592,6.690319310694375,5.980739989863153,23.112012164216928,52.30613279270146,49.97465788139889
