,f_tristesa,f_estres,f_avorriment,f_calma,f_energia,f_felicitat
NC,0.554016620498615,0.2770083102493075,0.2770083102493075,0.2770083102493075,0.2770083102493075,0.8310249307479225
0,25.761772853185594,24.930747922437675,26.038781163434905,3.32409972299169,2.21606648199446,0.8310249307479225
1,13.29639889196676,9.695290858725762,9.418282548476455,3.6011080332409975,0.8310249307479225,
2,15.512465373961218,5.8171745152354575,8.86426592797784,3.0470914127423825,0.2770083102493075,
3,6.64819944598338,8.587257617728532,8.033240997229916,2.7700831024930745,1.662049861495845,1.10803324099723
4,5.540166204986149,8.033240997229916,6.094182825484765,3.6011080332409975,2.21606648199446,1.10803324099723
5,10.249307479224377,6.9252077562326875,9.97229916897507,11.080332409972298,3.8781163434903045,2.21606648199446
6,7.202216066481995,5.8171745152354575,4.1551246537396125,7.756232686980609,2.21606648199446,2.21606648199446
7,3.8781163434903045,6.9252077562326875,7.479224376731302,10.526315789473683,6.3711911357340725,6.3711911357340725
8,5.540166204986149,7.479224376731302,5.540166204986149,11.634349030470915,10.526315789473683,11.357340720221606
9,3.32409972299169,9.695290858725762,5.263157894736842,14.958448753462603,14.681440443213297,20.221606648199447
10,2.4930747922437675,5.8171745152354575,8.86426592797784,27.42382271468144,54.84764542936288,53.73961218836565
